"";"Harry Potter i Czara Ognia";"Harry Potter i Insygnia Smierci";"Harry Potter i Kamien Filozoficzny";"Harry Potter i Komnata Tajemnic";"Harry Potter i Ksiaze Polkrwi";"Harry Potter i Przeklete Dziecko";"Harry Potter i Wiezien Azkabanu";"Harry Potter i Zakon Feniksa";"Opowiesci z Narni. Kon i jego chlopiec";"Opowiesci z Narni. Ksiaze Kaspian";"Opowiesci z Narni. Lew, czarownica i stara szafa";"Opowiesci z Narni. Ostatnia bitwa";"Opowiesci z Narni. Podroz Wedrowca do Switu";"Opowiesci z Narni. Siostrzeniec Czarodzieja";"Opowiesci z Narni. Srebrne krzeslo";"Zmierzch.Ksiezyc w Nowiu";"Zmierzch.Przed Switem";"Zmierzch.Zacmienie";"Zmierzch.Zmierzch"
"napis";0;0;0,0026656306433658;0,00389892388392742;0;0,0039422131942597;0;0;0;0;0;0;0;0;0;0;0;0;0
"napisac";0,00157804669248409;0;0;0;0,00248389780491004;0;0,00223008681889245;0;0;0;0;0;0;0;0;0;0;0,00964775756842741;0
"napotykac";0,000934701654167227;0;0;0;0,00294250277648887;0;0;0;0;0;0;0;0;0;0;0,0061642708627834;0;0;0
"naprawde";0,000583701303166876;0,00363887311317818;0;0,00243479504058921;0;0,00123091414709284;0;0;0,0230967362878115;0;0;0;0,00784417458831334;0;0;0;0;0;0
"narnia";0;0;0;0;0;0;0;0;0;0,00346260928938549;0,00926215070373646;0;0;0;0;0;0;0;0
"narnie";0;0;0;0;0;0;0;0;0;0,00851694566968794;0;0;0;0,0794914929170874;0,0211346429581145;0;0;0;0
"narnii";0;0;0;0;0;0;0;0;0,0400159053162773;0,0230368751287737;0,0246485804609769;0,0873074297809686;0,00339757686647637;0,0645032503605663;0,0457324632186026;0;0;0;0
"narnijczycy";0;0;0;0;0;0;0;0;0;0,00692521857877097;0,00308738356791215;0;0;0;0;0;0;0;0
"narodzenie";0;0;0,00225017769113472;0;0,00745169341473012;0;0,00223008681889245;0,00508006217727364;0;0;0;0;0;0;0;0;0;0;0
"nasmiewac";0;0;0;0;0;0;0,00322215031095594;0;0;0;0;0;0,0076602063996311;0;0;0;0;0;0
"nastepny";0,00325781333033135;0,00241781550956393;0,00199088592409138;0,000970666197250995;0,00146511605021531;0,00196288678822333;0,00197311015691199;0,000749113008725909;0;0,00141357145569814;0,00441136415309601;0;0,00469079018435681;0;0;0;0;0;0,00256963183225748
"nastepowac";0,00228004739448479;0;0;0;0;0;0;0;0;0;0,00308738356791215;0;0;0;0;0;0;0;0
"nastepujacy";0;0,00194235230687267;0,0026656306433658;0;0;0;0;0;0;0;0;0;0;0;0,0211346429581145;0;0;0;0
"natomiast";0;0,00280962716054883;0;0;0,0042563523062016;0,00712805114195493;0;0,00217627052944206;0;0,00205330428417508;0;0;0;0;0;0;0;0;0
"natrafiac";0;0;0;0;0,00358887018060065;0;0;0;0;0;0,00308738356791215;0;0;0;0;0;0;0;0
"natychmiast";0,00228004739448479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00792177442303314;0;0
"natykac";0;0;0;0;0,00588500555297774;0;0,00264183036976431;0;0;0;0;0;0;0;0;0;0;0;0,0103215698167536
"nauczyc";0,000789023346242045;0;0;0,0032912555101663;0;0;0,00223008681889245;0,00254003108863682;0;0;0;0;0;0;0;0;0;0;0
"nauczyciel";0,00101128297043593;0;0,00432604381797592;0,00632755164591207;0,00795896459329271;0;0,00571655790232532;0,00325553127996832;0;0,0076789583762579;0;0;0;0;0;0;0;0;0
"nauczycielka";0;0;0;0;0;0;0,00264183036976431;0,00300900001437563;0;0,00283898188989598;0;0;0;0;0;0;0;0;0
"nauka";0,000789023346242045;0;0,00225017769113472;0;0,00248389780491004;0,00166389897368141;0;0;0;0;0;0;0;0;0;0;0;0;0
"nawiazac";0,000934701654167227;0;0;0;0;0,00197110659712985;0;0;0;0;0;0;0;0,0397457464585437;0;0;0;0;0
"nazwa";0,000789023346242045;0;0,00225017769113472;0;0;0;0;0;0;0;0,00213681322570683;0;0,00530171583359336;0;0;0;0;0;0
"nazwac";0;0;0,00192792734590213;0,00281991130096079;0;0;0,00191071370888514;0,00435254105888412;0;0;0;0;0,00454245145885902;0;0;0;0;0;0
"nazwisko";0,00467350827083613;0;0,0026656306433658;0;0;0,00197110659712985;0;0;0;0;0;0;0;0;0;0;0;0;0
"nazywac";0,000583701303166876;0;0,00332925928472959;0;0;0,00123091414709284;0,00329953375540164;0;0;0,00177288380887253;0;0;0;0;0;0;0;0;0,00644560082450554
"neville";0,000676026471939706;0,00140481358027442;0,00192792734590213;0;0;0;0,00382142741777028;0,00217627052944206;0;0;0;0;0;0;0;0;0;0;0
"nevillea";0,000934701654167227;0,00582705692061801;0;0;0;0;0;0,00601800002875125;0;0;0;0;0;0;0;0;0;0;0
"nevilleem";0;0;0,00325117869213572;0;0;0;0;0,00366997459146168;0;0;0;0;0;0;0;0;0;0;0
"nia";0,000276762335839343;0,0011502492994986;0;0;0,000871266182106396;0,000583638708220791;0,000782237990879254;0;0;0,000840613960347855;0,00149904162510701;0;0,00185966012926011;0,01176859544487;0;0;0;0,00338410255281669;0,00611237127756813
"niczego";0,0011400236972424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0139396030619896;0
"niczym";0,000934701654167227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00649503661639617;0,0114290343893666;0
"niebezpieczenstwo";0;0;0;0;0;0;0;0;0;0,00283898188989598;0;0;0;0;0;0;0,00649503661639617;0;0,0103215698167536
"niechcacy";0;0;0,0026656306433658;0,00389892388392742;0,00294250277648887;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"niechybny";0;0;0;0;0;0;0;0;0;0;0,00308738356791215;0;0,0076602063996311;0;0;0;0;0;0
"niecierpliwosc";0,0011400236972424;0;0;0;0;0;0,00322215031095594;0;0;0;0;0;0;0;0;0;0;0;0
"niedziela";0,000934701654167227;0;0,0026656306433658;0,00389892388392742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"niego";0,00123712907374091;0,00353486397173289;0,00220506802495486;0;0,00292092325780761;0,000978325517511432;0,00174830393407135;0,0014934664114779;0;0,00140908078268438;0,00125638571688018;0;0,00415634520175454;0;0,00349660786814271;0,00305953188462487;0;0,00567260847278088;0,00170764570304644
"niemowle";0,0011400236972424;0;0,00325117869213572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"niemu";0,0011400236972424;0;0;0;0;0;0;0;0;0,00346260928938549;0;0;0;0;0;0;0;0;0
"nienawidzic";0;0;0;0,00389892388392742;0;0,0039422131942597;0;0;0;0;0;0;0;0;0;0;0,00649503661639617;0;0
"niepokoic";0,0011400236972424;0;0;0;0;0;0,00322215031095594;0;0;0;0;0;0;0;0;0;0;0;0
"niepokojacy";0;0;0;0;0;0,00240409142371842;0;0,00366997459146168;0;0;0;0;0;0;0;0;0;0;0
"niespodziewanie";0;0,00140481358027442;0;0,00281991130096079;0;0,00142561022839099;0;0;0;0;0;0;0;0;0;0;0,0046975595574542;0;0,00746511402541172
"niestety";0;0,00121295770439273;0,00499388892709438;0;0;0,00123091414709284;0;0;0;0,00354576761774505;0,00158076522121904;0;0,00784417458831334;0;0;0;0;0;0
"nieustanny";0,0011400236972424;0;0;0;0,00358887018060065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"niewidka";0;0,00582705692061801;0;0;0,00294250277648887;0,00197110659712985;0;0;0;0;0;0;0;0;0;0;0;0;0
"niewidke";0;0,00236902079755185;0;0;0;0;0,00322215031095594;0;0;0;0;0;0;0;0;0;0;0;0
"niewidzialnosc";0;0,00236902079755185;0;0;0;0;0;0;0;0;0;0;0,0076602063996311;0;0;0;0;0;0
"niewiele";0;0;0,00325117869213572;0;0;0;0;0;0;0,00346260928938549;0;0;0;0;0;0;0;0;0
"nigdy";0;0,00121295770439273;0;0;0;0,00369274244127852;0;0;0;0,00177288380887253;0,00316153044243808;0,0251964395867035;0,00392208729415667;0;0;0;0;0;0
"nikogo";0,0011400236972424;0;0,00325117869213572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nikomu";0;0;0;0,00389892388392742;0;0;0;0;0;0,00283898188989598;0;0;0;0;0;0,0061642708627834;0;0;0
"nikt";0,000876045990483387;0,000910231592591966;0;0,00730850666731236;0;0;0,00371406998048686;0,00282017517162392;0;0,00133041312733858;0,00118624288350151;0;0;0;0;0;0,00304372564254533;0;0
"nimfadora";0;0,00194235230687267;0;0;0,00294250277648887;0;0;0,00300900001437563;0;0;0;0;0;0;0;0;0;0;0
"nimi";0,000232700952166525;0,000483563101912786;0,000663628641363793;0,000970666197250995;0,000732558025107657;0,000981443394111664;0,000657703385637331;0,000749113008725909;0;0,000706785727849072;0;0;0,00156359672811894;0;0;0;0,00161698783590836;0;0,00256963183225748
"niszczyc";0;0,00327925239014382;0;0;0;0;0;0,00254003108863682;0;0,00239651120836203;0;0;0;0;0,0178406945511396;0;0;0;0
"noc";0,00350418396193355;0;0,0062458834506686;0;0;0;0,00371406998048686;0;0;0,00532165250935431;0,00474497153400603;0;0;0;0,00990418661463163;0;0,00304372564254533;0,0107118241497303;0
"nocny";0,00186940330833445;0,00194235230687267;0;0,00389892388392742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"noga";0,00151692445565389;0;0,00144201460599197;0,00210918388197069;0,00159179291865854;0,00106630095587415;0;0;0;0;0;0;0,00339757686647637;0;0;0;0;0;0,0055836146952945
"nokturn";0;0;0;0,00475538435350452;0,00358887018060065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nora";0,00270410588775882;0,00561925432109766;0;0,00563982260192159;0,0042563523062016;0;0;0;0;0,00205330428417508;0;0;0;0;0;0;0;0;0
"normalny";0;0;0,0026656306433658;0;0;0;0;0;0;0;0;0;0;0;0;0,0061642708627834;0,00649503661639617;0;0
"nosic";0,000789023346242045;0,00327925239014382;0,00225017769113472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00871289733892863
"notatka";0;0;0;0,00475538435350452;0,00358887018060065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nowa";0;0,00140481358027442;0;0;0;0;0;0,00217627052944206;0;0,00205330428417508;0,00183079792638424;0;0;0;0;0;0,0140926786723626;0;0
"nowego";0,0011400236972424;0;0;0;0;0;0;0;0;0,00346260928938549;0;0;0;0;0;0;0;0;0
"nowy";0,000583701303166876;0;0;0;0,00551259120239479;0;0;0,00187905651155077;0;0,00354576761774505;0,00158076522121904;0;0;0;0;0;0;0,00713718889580442;0
"nóz";0;0,00194235230687267;0;0;0;0;0;0;0;0;0,00253133556342436;0;0,00628057786019441;0;0;0;0;0;0
"numer";0;0;0,00325117869213572;0;0;0;0;0,00366997459146168;0;0;0;0;0;0;0;0;0;0;0
"obaj";0,00747761323333781;0;0;0;0;0,00197110659712985;0;0;0,0369856251767004;0;0;0;0;0;0;0;0;0;0
"obawa";0,0011400236972424;0;0;0;0;0;0;0;0;0;0;0;0,0076602063996311;0;0;0;0;0;0
"obciac";0;0;0;0;0;0;0,00322215031095594;0;0;0,00346260928938549;0;0;0;0;0;0;0;0;0
"obcy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00792177442303314;0;0,0251777326623534
"obecnosc";0;0;0;0;0;0;0;0;0;0;0,00308738356791215;0;0;0;0;0,0150367014511277;0;0;0
"obecny";0,00202807941581912;0;0;0;0;0,00142561022839099;0;0;0;0;0,00183079792638424;0;0,00454245145885902;0;0;0,00445833198739866;0;0;0
"obiecywac";0,000789023346242045;0;0;0;0;0;0,00669026045667734;0;0;0,00239651120836203;0,00213681322570683;0;0;0;0;0;0;0;0
"oboje";0,000789023346242045;0;0;0;0;0;0,00223008681889245;0;0;0,00239651120836203;0;0;0;0;0;0,0104070718214981;0;0;0
"obojetny";0;0;0;0;0,00358887018060065;0;0;0;0;0;0;0;0;0;0;0;0,00792177442303314;0;0
"obowiazek";0,00228004739448479;0;0;0;0,00717774036120129;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"obóz";0;0;0;0;0;0;0;0;0;0,00567796377979196;0,0126566778171218;0;0,00628057786019441;0;0;0;0;0;0
"obraz";0,00186940330833445;0;0;0;0;0;0;0;0;0;0;0;0,00628057786019441;0;0;0;0,00649503661639617;0;0
"obrazac";0;0;0;0;0;0;0,00644430062191188;0,00366997459146168;0;0;0;0;0;0;0;0;0;0;0
"obrona";0,000756758520183414;0,000786289213713547;0,00215816318718974;0,00315666914202423;0,00238232599337298;0,000797929320504273;0,0021388938730184;0,00730849160678829;0;0;0,00102471721673125;0;0;0;0;0;0;0;0
"obronca";0;0;0;0;0,00358887018060065;0;0;0,00366997459146168;0;0;0;0;0;0;0;0;0;0;0
"obrót";0;0;0;0;0;0;0,00644430062191188;0;0;0;0;0;0;0;0;0,00751835072556386;0;0;0
"obserwowac";0;0;0;0;0;0,00240409142371842;0;0,00366997459146168;0;0;0;0;0;0;0;0;0;0;0
"obudzic";0;0;0,00225017769113472;0;0;0,00499169692104423;0;0;0;0,00718953362508609;0;0;0,00530171583359336;0;0;0;0;0;0
"oczekiwac";0,00175110390950063;0;0,00166462964236479;0;0,00183753040079826;0,00246182829418568;0;0;0;0;0;0;0;0;0;0,00384945604796859;0;0,00713718889580442;0
"oczy";0;0;0;0,00389892388392742;0;0,00197110659712985;0;0;0;0;0;0;0;0;0;0;0;0;0,0103215698167536
"odbierac";0,000934701654167227;0;0;0,00389892388392742;0;0;0;0;0;0;0;0;0;0;0;0,0061642708627834;0;0;0
"odbijac";0;0,00194235230687267;0,0026656306433658;0;0;0;0;0;0;0;0,00253133556342436;0;0;0;0;0;0;0;0
"odbyc";0,00202807941581912;0;0;0;0,0021281761531008;0,00285122045678197;0,00382142741777028;0,00435254105888412;0;0;0;0;0;0;0;0;0;0;0
"odbywac";0;0,00242591540878545;0;0;0,00183753040079826;0;0,00164976687770082;0,00751622604620307;0;0,00531865142661758;0,00158076522121904;0;0;0;0;0;0;0;0
"odchodzic";0,00157804669248409;0,00327925239014382;0;0;0;0;0;0,00254003108863682;0;0;0;0;0;0;0;0,00520353591074904;0;0;0
"odczarowywac";0;0;0;0;0;0;0;0;0;0;0,00308738356791215;0;0;0;0,0257772024876475;0;0;0;0
"odczytywac";0,0011400236972424;0;0;0;0;0,00240409142371842;0;0;0;0;0;0;0;0;0;0;0;0;0
"oddac";0;0,00121295770439273;0,00166462964236479;0;0;0,00123091414709284;0,00329953375540164;0;0;0,00177288380887253;0,00158076522121904;0;0;0;0;0;0;0;0
"oddalac";0,000934701654167227;0;0;0;0;0,00197110659712985;0;0;0;0;0,00253133556342436;0;0;0;0;0;0;0;0
"oddawac";0,000583701303166876;0;0;0,00243479504058921;0,00183753040079826;0;0,00329953375540164;0;0;0,00177288380887253;0,00158076522121904;0;0;0;0;0;0;0;0
"oddech";0;0;0;0;0;0;0;0;0;0,00346260928938549;0,00308738356791215;0;0;0;0;0;0;0;0
"oddzial";0;0;0;0;0;0;0;0;0;0,00692521857877097;0,00308738356791215;0;0;0;0;0;0;0;0
"odejsc";0,0011400236972424;0;0;0;0;0,00480818284743684;0;0;0;0;0;0;0;0;0;0;0;0;0
"odjezdzac";0;0;0,00325117869213572;0;0;0;0;0;0;0;0,00308738356791215;0;0;0;0;0;0;0;0
"odkryc";0;0;0,0026656306433658;0,00389892388392742;0;0;0;0;0;0;0;0;0,0125611557203888;0;0;0;0;0;0
"odkrywac";0;0,00121295770439273;0;0;0;0,00123091414709284;0;0;0;0;0,00316153044243808;0;0;0;0;0,00384945604796859;0,00405601222615227;0;0,00644560082450554
"odlatywac";0;0,00388470461374534;0;0;0,00294250277648887;0;0;0,00300900001437563;0;0;0;0;0;0;0;0;0;0;0
"odmawiac";0;0;0;0,0032912555101663;0,00248389780491004;0;0;0;0;0;0;0;0;0;0;0,00520353591074904;0;0;0,00871289733892863
"odnajdywac";0;0;0;0;0;0;0,00264183036976431;0;0;0,00283898188989598;0;0;0;0;0,0211346429581145;0;0;0;0
"odnalezc";0,00116740260633375;0;0,00166462964236479;0;0;0,00123091414709284;0;0;0;0,00177288380887253;0;0;0,00784417458831334;0;0,0263962700432132;0;0;0;0
"odpisywac";0,0011400236972424;0;0;0,00475538435350452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"odpowiadac";0;0,00140481358027442;0;0,00281991130096079;0,0063845284593024;0,00285122045678197;0;0;0;0;0,00183079792638424;0;0;0;0;0;0;0;0
"odpowiedni";0,00228004739448479;0;0;0;0;0;0,00322215031095594;0;0;0;0;0;0;0;0;0;0;0;0
"odpowiedz";0,00405615883163824;0,00140481358027442;0;0;0;0;0,00191071370888514;0;0;0,00205330428417508;0,00183079792638424;0;0;0;0;0;0;0;0
"odpowiedzialnosc";0;0,00194235230687267;0;0;0;0,00197110659712985;0,00264183036976431;0;0;0;0;0;0;0;0;0;0;0;0
"odprowadzac";0,000676026471939706;0,00140481358027442;0;0;0;0,00142561022839099;0;0,00217627052944206;0;0;0,00183079792638424;0;0;0;0;0;0;0;0
"odprowadzic";0,0011400236972424;0;0;0;0;0;0;0;0;0;0,00308738356791215;0;0;0;0;0;0;0;0
"odrabiac";0;0;0;0,00389892388392742;0;0,00197110659712985;0,00264183036976431;0;0;0;0;0;0;0;0;0;0;0;0
"odradzac";0,000789023346242045;0;0,00225017769113472;0,0032912555101663;0;0;0;0;0;0;0,00213681322570683;0;0;0;0;0;0;0;0
"odrobic";0,0011400236972424;0;0;0;0;0,00240409142371842;0;0;0;0;0;0;0;0;0;0;0;0;0
"odrywac";0,0011400236972424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00792177442303314;0;0
"odwazny";0;0;0;0;0;0;0;0,00366997459146168;0;0,00346260928938549;0;0;0;0;0;0;0;0;0
"odwieczny";0;0,00236902079755185;0;0;0;0;0;0;0;0,00346260928938549;0;0;0;0;0;0;0;0;0
"odwiedzac";0,000876045990483387;0,000910231592591966;0;0,00548138000048427;0,00413677628765829;0,0018474130472888;0,00619011663414477;0,00282017517162392;0;0;0,00118624288350151;0;0;0;0;0;0;0;0
"odwiedzic";0,00135205294387941;0;0;0;0;0,00285122045678197;0,00382142741777028;0,00217627052944206;0;0;0,00183079792638424;0;0;0;0;0;0;0;0
"odwrócic";0,00186940330833445;0;0,0026656306433658;0;0;0,0039422131942597;0;0;0;0;0;0;0;0;0;0;0;0;0
"odzyskac";0,00342007109172719;0;0;0;0;0;0;0;0;0;0;0,0492110229309634;0;0;0;0;0;0;0
"odzyskiwac";0,0011400236972424;0;0;0;0;0;0,00322215031095594;0;0;0;0;0;0;0;0;0;0;0;0
"oferowac";0,00228004739448479;0;0;0;0,00358887018060065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ofiara";0,00157804669248409;0;0,00225017769113472;0,0032912555101663;0;0;0;0;0;0;0,00427362645141366;0;0;0;0;0;0;0;0
"ogien";0,00456009478896958;0;0;0;0;0;0;0;0;0;0,00308738356791215;0;0;0;0;0;0;0;0
"ogladac";0;0,00388470461374534;0,0026656306433658;0;0;0;0,00264183036976431;0;0;0;0;0;0;0;0;0;0;0;0
"ogloszenie";0,00342007109172719;0;0;0;0;0;0;0,00366997459146168;0;0;0;0;0;0;0;0;0;0;0
"ogród";0,0011400236972424;0;0;0;0,00358887018060065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ogromny";0,00186940330833445;0;0,0026656306433658;0;0;0;0;0;0;0;0;0;0;0;0;0,0061642708627834;0;0;0
"ojciec";0,00227518284657549;0,00202625693338342;0,000926926344901124;0;0,00102320377741019;0,00685417778353977;0,00459325108410825;0,0031389810798516;0;0;0;0;0,00218396089282128;0;0;0,00214351717258385;0;0;0,00358914503316366
"okazac";0;0;0,0077117093836085;0,00563982260192159;0;0;0;0;0,026749991924392;0;0;0;0,0181698058354361;0;0;0,00445833198739866;0;0;0
"okazja";0;0,00582705692061801;0;0,00389892388392742;0;0;0;0;0;0,00283898188989598;0;0;0;0;0;0;0;0;0
"okazywac";0,00288252612479375;0,00359401178535554;0,00328821498680176;0,00320637068991211;0,00181487666951103;0,00445770965827345;0,00217257061627974;0,00185589083153388;0,0152079943139581;0,00291837843977875;0,00156127698280179;0;0;0;0;0,00253466571899302;0,00534134434441457;0;0
"oklumencji";0;0;0;0;0,00358887018060065;0;0;0,0183498729573084;0;0;0;0;0;0;0;0;0;0;0
"okno";0;0,0047380415951037;0;0;0;0;0;0,00366997459146168;0;0;0;0;0;0;0;0;0;0;0
"okolicznosc";0,0011400236972424;0;0;0;0,00358887018060065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"okolo";0,000934701654167227;0;0,0026656306433658;0;0;0;0,00264183036976431;0;0;0;0;0;0;0;0;0;0;0;0
"okropny";0,00342007109172719;0;0,00325117869213572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"okrutny";0;0;0;0;0,00358887018060065;0;0;0;0;0;0,00308738356791215;0;0;0;0;0;0;0;0
"olbrzym";0,00116740260633375;0;0;0;0,00183753040079826;0;0;0,00375811302310153;0;0,00177288380887253;0,00316153044243808;0;0;0;0,0131981350216066;0;0;0;0
"olbrzymi";0,000934701654167227;0;0,0026656306433658;0;0;0;0;0;0;0;0;0;0,00628057786019441;0;0;0;0;0;0
"ollivanderem";0,0011400236972424;0,00236902079755185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ona";0,00116740260633375;0;0;0;0;0,00123091414709284;0;0,00187905651155077;0;0,00177288380887253;0,00316153044243808;0;0;0;0,0131981350216066;0;0;0;0
"oni";0,00175110390950063;0,00121295770439273;0;0;0;0,00492365658837137;0;0;0;0,00886441904436263;0,00158076522121904;0,0503928791734069;0;0;0;0;0;0;0
"opatrzyc";0,0011400236972424;0;0;0;0;0;0;0;0;0,00346260928938549;0;0;0;0;0;0;0;0;0
"opieka";0,00186940330833445;0;0;0;0,00294250277648887;0;0,00264183036976431;0;0;0;0;0;0;0;0;0;0;0;0
"opiekowac";0,0011400236972424;0;0;0;0;0;0;0;0;0,00346260928938549;0;0;0;0;0;0;0;0;0
"opiekun";0,0011400236972424;0;0;0;0;0;0,00322215031095594;0;0;0;0;0;0;0;0;0;0;0;0
"opiekunka";0;0;0;0;0;0,00240409142371842;0,00322215031095594;0;0;0;0;0;0;0;0;0;0;0;0
"opisac";0;0;0;0;0;0,00240409142371842;0;0;0;0,00346260928938549;0;0;0;0;0;0;0;0;0
"opisywac";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0484765300513968;0;0,00751835072556386;0;0;0
"opowiadac";0,000830287007518029;0,0011502492994986;0;0,00115445958243966;0,000871266182106396;0,000583638708220791;0,00156447598175851;0,000890955813340439;0;0,00336245584139142;0,00374760406276753;0,011946907497065;0;0;0;0;0;0;0,00305618563878406
"opowiedziec";0,000934701654167227;0;0;0;0,00294250277648887;0;0;0;0;0;0,00253133556342436;0;0;0;0;0;0;0;0
"opowiesc";0;0;0;0;0;0,00240409142371842;0;0;0;0,0138504371575419;0;0;0;0;0;0;0;0;0
"oprócz";0;0,00236902079755185;0;0;0;0;0;0;0;0;0;0;0,0076602063996311;0;0;0;0;0;0
"opublikowac";0,0011400236972424;0;0;0;0;0;0;0,00733994918292336;0;0;0;0;0;0;0;0;0;0;0
"opuscic";0,000934701654167227;0;0;0;0;0;0;0;0;0,00567796377979196;0;0;0;0;0;0,0061642708627834;0;0;0
"opuszczac";0,00101128297043593;0,00105074587263748;0;0;0,00318358583731709;0;0;0;0;0,00153579167525158;0,00136936558116538;0;0;0;0;0;0,00351359168630727;0,00618271498448919;0
"opuszczenie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00751835072556386;0,00792177442303314;0;0
"organizowac";0;0;0,00325117869213572;0;0;0;0;0;0;0;0;0;0;0;0;0,00751835072556386;0;0;0
"osaczyc";0;0,00236902079755185;0;0;0;0;0,00322215031095594;0;0;0;0;0;0;0;0;0;0;0;0
"oskarzac";0,00228004739448479;0;0;0,00475538435350452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"osoba";0,00175209198096677;0,000910231592591966;0,00249835338026744;0,00182712666682809;0,00137892542921943;0;0;0;0;0;0,00118624288350151;0;0,00294322526755563;0;0,00990418661463163;0;0;0;0
"ostateczny";0,00116740260633375;0,00121295770439273;0;0;0;0,00123091414709284;0,00164976687770082;0;0;0;0,00158076522121904;0;0,00392208729415667;0;0;0;0;0;0
"ostatni";0,00151351704036683;0,00550402449599483;0,00431632637437947;0;0,00119116299668649;0;0,0032083408095276;0,00365424580339415;0;0,00459702563753208;0;0;0;0;0,00855557549207359;0,00499075237037626;0;0;0
"ostry";0;0;0;0;0,00358887018060065;0;0;0;0;0;0,00308738356791215;0;0;0;0;0;0;0;0
"ostrzec";0,0011400236972424;0;0;0;0;0;0;0;0,0451101043533831;0;0;0;0;0;0;0;0;0;0
"ostrzegac";0,000934701654167227;0;0;0;0;0;0;0,00902700004312688;0;0;0;0;0;0;0;0;0,00649503661639617;0;0
"oswiadczac";0,0011400236972424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0139396030619896;0
"oszalamiac";0,0011400236972424;0,00236902079755185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"oszczedzic";0;0;0;0;0;0;0;0,00366997459146168;0;0;0,00308738356791215;0;0;0;0;0;0;0;0
"oszolomic";0,00342007109172719;0,00236902079755185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"otoczyc";0;0;0,00325117869213572;0;0;0,00240409142371842;0;0;0;0;0;0;0;0;0;0;0;0;0
"otrzymac";0;0;0;0,00389892388392742;0;0;0,00264183036976431;0;0;0;0,00253133556342436;0;0;0;0;0;0;0;0
"otucha";0,0011400236972424;0;0;0;0,00358887018060065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"otwierac";0,0071012101161784;0,00327925239014382;0,00225017769113472;0;0;0;0;0;0;0;0,00213681322570683;0;0;0;0;0;0;0;0
"otworzyc";0,00280410496250168;0;0;0,0155956955357097;0;0,00197110659712985;0;0;0;0;0;0;0;0;0;0;0;0;0
"owa";0,0011400236972424;0;0;0;0;0,00240409142371842;0;0;0;0;0;0;0;0;0;0;0;0;0
"oznaczac";0;0;0;0;0,00248389780491004;0;0,00223008681889245;0;0;0,00239651120836203;0,00427362645141366;0;0;0;0;0;0;0;0
"oznajmiac";0,00151692445565389;0;0,00144201460599197;0;0,00318358583731709;0;0,00428741842674399;0;0;0;0;0;0;0;0;0,00333465877635644;0;0,0123654299689784;0,011167229390589
"padac";0,00228004739448479;0;0;0;0;0;0;0;0;0;0,00617476713582431;0;0;0;0;0;0;0;0
"pajak";0,00186940330833445;0;0;0,00389892388392742;0,00294250277648887;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pakowac";0,000934701654167227;0,00388470461374534;0;0;0;0;0;0;0;0;0,00253133556342436;0;0;0;0;0;0;0;0
"pamiatka";0,0011400236972424;0;0;0;0;0,00240409142371842;0;0;0;0;0;0;0;0;0;0;0;0;0
"pamiec";0,000789023346242045;0,00163962619507191;0,00225017769113472;0;0,00248389780491004;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pamietajac";0;0;0;0;0;0;0;0,00366997459146168;0;0;0;0;0;0;0;0;0;0,0139396030619896;0
"pana";0,00505641485217965;0,00210149174527495;0;0;0;0,00426520382349661;0,00142913947558133;0,00162776563998416;0;0,00153579167525158;0,00136936558116538;0;0;0;0;0;0;0;0
"panem";0,000789023346242045;0,00163962619507191;0;0;0,00248389780491004;0;0,00223008681889245;0;0;0;0;0;0;0;0;0;0;0;0
